ID_OP;ID_Operador;ID_Ocorrencia;ID_Recurso;DataHoraInicial;DataHoraFinal;QtdeProduzida;QtdeRefugada
40705;477;61;PF-05;07/05/2020 11:30:00;07/05/2020 11:35:20;0;0
42018;477;61;PF-04;07/05/2020 10:40:00;07/05/2020 10:45:30;0;0
40705;1466;;PF-05;07/05/2020 11:35:00;07/05/2020 12:55:42;229;0
41471;477;61;PF-05;07/05/2020 12:55:00;07/05/2020 12:57:33;0;0
41471;1466;;PF-05;07/05/2020 12:57:00;07/05/2020 13:00:23;7;0
40794;1475;51;PF-03;07/05/2020 07:00:00;07/05/2020 07:50:28;0;0
40794;1467;61;PF-03;07/05/2020 07:50:00;07/05/2020 07:55:34;0;0
41940;1432;51;PF-10;07/05/2020 10:05:00;07/05/2020 10:50:47;0;0
41940;477;61;PF-10;07/05/2020 10:50:00;07/05/2020 10:55:23;0;0
41940;1432;;PF-10;07/05/2020 13:00:00;07/05/2020 14:55:16;109;6
41940;1432;;PF-10;07/05/2020 10:55:00;07/05/2020 12:00:48;50;2
41939;477;61;PH-01;07/05/2020 14:30:00;07/05/2020 14:32:46;0;0
41939;1457;;PH-01;07/05/2020 14:32:00;07/05/2020 16:20:47;151;8
41427;642;;CU-01;07/05/2020 13:00:00;07/05/2020 17:00:31;34;0
41428;642;;CU-01;07/05/2020 13:00:00;07/05/2020 14:00:35;7;0
41426;642;;CU-01;07/05/2020 13:00:00;07/05/2020 17:00:28;34;0
41425;529;;FB;07/05/2020 15:30:00;07/05/2020 17:00:34;17;0
41424;10;;FB;07/05/2020 07:00:00;07/05/2020 10:25:18;44;0
41422;1467;61;CNC-03;07/05/2020 14:40:00;07/05/2020 14:45:36;0;0
41422;1486;;CNC-03;07/05/2020 14:48:00;07/05/2020 15:30:36;30;0
41428;1428;8;CNC-01;07/05/2020 07:00:00;07/05/2020 07:25:47;0;0
41428;1428;11;CNC-01;07/05/2020 08:30:00;07/05/2020 08:45:50;0;0
41428;1428;;CNC-01;07/05/2020 07:25:00;07/05/2020 08:30:19;11;0
41428;1428;;CNC-01;07/05/2020 08:45:00;07/05/2020 09:25:33;8;0
41428;1428;32;CNC-01;07/05/2020 09:25:00;07/05/2020 12:00:27;0;0
41427;642;;CU-01;07/05/2020 09:30:00;07/05/2020 12:00:19;20;0
41426;642;;CU-01;07/05/2020 09:30:00;07/05/2020 12:00:22;20;0
41439;642;;CU-01;07/05/2020 07:30:00;07/05/2020 08:50:10;12;0
41425;529;;FB;07/05/2020 07:00:00;07/05/2020 12:00:30;30;0
40704;1390;;PE-11;07/05/2020 13:15:00;07/05/2020 14:05:24;234;0
41795;1383;22;PF-04;07/05/2020 09:15:00;07/05/2020 09:50:51;0;0
41795;1383;;PF-04;07/05/2020 07:00:00;07/05/2020 09:15:10;640;0
41795;1383;;PF-04;07/05/2020 09:50:00;07/05/2020 10:00:54;30;0
41794;1390;51;PE-04;07/05/2020 07:00:00;07/05/2020 08:00:13;0;0
41794;1467;61;PE-04;07/05/2020 08:00:00;07/05/2020 08:05:45;0;0
41794;1457;;PE-04;07/05/2020 08:05:00;07/05/2020 12:00:23;915;0
41794;1457;;PE-04;07/05/2020 13:00:00;07/05/2020 13:25:16;105;0
42008;1432;51;PF-05;07/05/2020 09:00:00;07/05/2020 09:30:22;0;0
42008;477;61;PF-05;07/05/2020 09:30:00;07/05/2020 09:35:52;0;0
42008;1432;;PF-05;07/05/2020 09:35:00;07/05/2020 10:05:52;123;1
42084;1475;51;PF-01;07/05/2020 16:30:00;07/05/2020 16:50:10;0;0
42084;1467;61;PF-01;07/05/2020 16:50:00;07/05/2020 16:55:48;0;0
42084;1475;;PF-01;07/05/2020 16:55:00;07/05/2020 17:00:48;12;0
40862;9;;TB;07/05/2020 12:00:00;07/05/2020 15:00:27;397;1
41494;1383;51;PF-09;08/05/2020 09:00:00;08/05/2020 09:20:46;0;0
41494;1467;61;PF-09;08/05/2020 09:20:00;08/05/2020 09:25:33;0;0
41494;1383;;PF-09;08/05/2020 13:00:00;08/05/2020 16:00:30;310;0
41494;1383;;PF-09;08/05/2020 09:25:00;08/05/2020 12:00:23;270;0
41918;9;;TB;08/05/2020 15:00:00;08/05/2020 15:25:22;258;0
41428;1428;;CNC-01;08/05/2020 13:00:00;08/05/2020 16:00:30;37;0
41427;642;;CU-01;08/05/2020 13:00:00;08/05/2020 16:00:45;24;0
41425;529;;FB;08/05/2020 13:00:00;08/05/2020 16:00:44;31;0
41426;642;;CU-01;08/05/2020 13:00:00;08/05/2020 16:00:41;24;0
41424;1389;;FB;08/05/2020 13:00:00;08/05/2020 16:00:49;31;0
41519;1291;51;PE-06;08/05/2020 09:00:00;08/05/2020 09:10:53;0;0
41519;477;61;PE-06;08/05/2020 09:10:00;08/05/2020 09:15:50;0;0
41519;1390;;PE-06;08/05/2020 13:00:00;08/05/2020 16:00:10;1240;0
41519;1390;;PE-06;08/05/2020 11:10:00;08/05/2020 12:00:40;400;0
41792;9;;TB;08/05/2020 14:45:00;08/05/2020 16:00:11;1020;0
41469;9;;TB;08/05/2020 08:10:00;08/05/2020 09:00:16;408;0
41889;9;;TB;08/05/2020 09:00:00;08/05/2020 09:25:15;50;0
41786;9;;TB;08/05/2020 09:55:00;08/05/2020 10:20:26;309;0
41969;9;;TB;08/05/2020 09:40:00;08/05/2020 09:55:40;58;0
41834;9;;TB;08/05/2020 10:00:00;08/05/2020 10:45:16;824;0
42075;713;51;SA-02;08/05/2020 13:00:00;08/05/2020 13:05:12;0;0
42075;1467;61;SA-02;08/05/2020 13:10:00;08/05/2020 13:15:28;0;0
42075;713;;SA-02;08/05/2020 13:20:00;08/05/2020 16:00:26;540;0
41495;713;;SA-02;08/05/2020 08:23:00;08/05/2020 11:15:47;762;0
41475;1390;;PE-01;08/05/2020 07:00:00;08/05/2020 07:30:21;113;0
41894;9;;TB;08/05/2020 12:45:00;08/05/2020 13:03:13;30;0
42017;1457;51;PH-01;08/05/2020 07:00:00;08/05/2020 07:15:35;0;0
42017;1467;61;PH-01;08/05/2020 07:15:00;08/05/2020 07:20:45;0;0
42017;1457;;PH-01;08/05/2020 07:20:00;08/05/2020 09:05:12;303;0
41938;9;;TB;08/05/2020 11:43:00;08/05/2020 13:00:14;143;0
41793;477;61;PE-01;08/05/2020 08:18:00;08/05/2020 08:20:18;0;0
41793;1390;;PE-01;08/05/2020 08:20:00;08/05/2020 10:00:16;1020;0
41427;642;;CU-01;08/05/2020 07:00:00;08/05/2020 12:00:40;40;0
41426;642;;CU-01;08/05/2020 07:00:00;08/05/2020 12:00:36;40;0
41425;529;;FB;08/05/2020 07:00:00;08/05/2020 12:00:21;40;0
41424;1389;;FB;08/05/2020 07:10:00;08/05/2020 12:00:54;40;0
41858;9;;TB;08/05/2020 11:15:00;08/05/2020 11:45:10;513;0
41492;1457;51;PH-01;08/05/2020 09:25:00;08/05/2020 09:50:46;0;0
41492;1467;61;PH-01;08/05/2020 09:50:00;08/05/2020 09:55:29;0;0
41492;1457;;PH-01;08/05/2020 09:55:00;08/05/2020 12:00:54;270;0
41492;1457;;PH-01;08/05/2020 13:00:00;08/05/2020 16:00:17;270;0
41422;1486;;CNC-03;08/05/2020 07:00:00;08/05/2020 12:00:29;105;0
42084;1475;4;PF-01;08/05/2020 07:00:00;08/05/2020 07:25:39;76;1
42084;1466;;PF-01;08/05/2020 07:25:00;08/05/2020 09:25:20;542;0
42083;1291;51;PE-10;08/05/2020 07:00:00;08/05/2020 07:10:25;0;0
42083;1467;61;PE-10;08/05/2020 07:10:00;08/05/2020 07:15:12;0;0
42083;1291;;PE-10;08/05/2020 09:50:00;08/05/2020 10:30:22;378;0
42083;1291;;PE-10;08/05/2020 08:00:00;08/05/2020 08:30:51;250;0
41474;9;6;TB;08/05/2020 14:10:00;08/05/2020 14:30:30;413;3
41840;9;;TB;08/05/2020 14:00:00;08/05/2020 15:00:38;612;0
42158;1466;99;PF-04;11/05/2020 10:30:00;11/05/2020 10:45:54;0;0
42158;1467;61;PF-04;11/05/2020 10:45:00;11/05/2020 11:25:54;0;0
42158;1467;61;PF-04;11/05/2020 11:25:00;11/05/2020 11:30:50;0;0
42158;1466;;PF-04;11/05/2020 11:30:00;11/05/2020 12:00:54;70;0
42158;1466;1;PF-04;11/05/2020 13:00:00;11/05/2020 16:58:31;746;16
42157;1389;51;PH-01;11/05/2020 14:00:00;11/05/2020 14:30:10;0;0
42157;1467;61;PH-01;11/05/2020 14:30:00;11/05/2020 14:35:32;0;0
42157;1389;;PH-01;11/05/2020 15:10:00;11/05/2020 17:00:52;400;0
42016;10;;TB;11/05/2020 07:00:00;11/05/2020 07:40:50;303;0
42126;954;;sc;11/05/2020 10:00:00;11/05/2020 10:30:33;311;0
42125;1383;51;PF-09;11/05/2020 13:55:00;11/05/2020 14:05:39;0;0
42125;1383;8;PF-09;11/05/2020 14:05:00;11/05/2020 14:15:41;0;0
42125;1467;61;PF-09;11/05/2020 14:15:00;11/05/2020 14:20:30;0;0
42125;1383;;PF-09;11/05/2020 14:20:00;11/05/2020 15:45:49;311;0
42124;1467;61;PE-10;11/05/2020 16:25:00;11/05/2020 16:30:43;0;0
42124;1390;;PE-10;11/05/2020 16:30:00;11/05/2020 17:00:12;140;0
42153;954;;sc;11/05/2020 11:00:00;11/05/2020 12:00:49;106;0
42152;1467;61;PF-09;11/05/2020 13:30:00;11/05/2020 13:35:19;0;0
42152;1383;51;PF-09;11/05/2020 15:10:00;11/05/2020 15:35:41;0;0
42152;1383;;PF-09;11/05/2020 13:35:00;11/05/2020 13:40:25;20;0
41766;642;51;CU-01;11/05/2020 14:50:00;11/05/2020 15:55:51;0;0
41766;1467;61;CU-01;11/05/2020 15:55:00;11/05/2020 16:00:42;0;0
42075;713;;SA-02;11/05/2020 07:00:00;11/05/2020 07:30:20;145;0
42159;713;51;SA-01;11/05/2020 13:20:00;11/05/2020 13:22:50;0;0
42159;1467;61;SA-01;11/05/2020 13:24:00;11/05/2020 13:26:32;0;0
42159;713;;SA-01;11/05/2020 13:24:00;11/05/2020 15:20:29;816;0
42169;713;51;SA-01;11/05/2020 15:25:00;11/05/2020 15:30:16;0;0
42169;1467;61;SA-01;11/05/2020 15:35:00;11/05/2020 15:40:19;0;0
42169;713;;SA-01;11/05/2020 15:45:00;11/05/2020 17:00:18;800;0
42041;713;;SA-02;11/05/2020 09:45:00;11/05/2020 10:00:33;107;0
42040;1466;51;PF-04;11/05/2020 07:00:00;11/05/2020 07:40:20;0;0
42040;1467;61;PF-04;11/05/2020 07:40:00;11/05/2020 07:45:41;0;0
42040;1466;;PF-04;11/05/2020 07:45:00;11/05/2020 08:50:34;107;0
42039;1291;51;PE-07;11/05/2020 08:00:00;11/05/2020 08:15:50;0;0
42039;1467;61;PE-07;11/05/2020 08:15:00;11/05/2020 08:17:38;0;0
42039;1291;;PE-07;11/05/2020 08:17:00;11/05/2020 08:50:47;107;0
42038;1466;51;PF-04;11/05/2020 08:50:00;11/05/2020 09:30:40;0;0
42038;1467;61;PF-04;11/05/2020 09:30:00;11/05/2020 09:35:28;0;0
42038;1466;;PF-04;11/05/2020 09:35:00;11/05/2020 10:30:11;107;0
41494;1383;;;11/05/2020 07:00:00;11/05/2020 09:10:25;221;0
41494;1383;22;PF-09;11/05/2020 09:10:00;11/05/2020 10:00:25;0;0
41494;1383;;PF-09;11/05/2020 10:00:00;11/05/2020 10:15:18;19;0
41492;1457;;PH-01;11/05/2020 07:00:00;11/05/2020 11:25:39;280;0
42144;713;51;SA-02;11/05/2020 07:40:00;11/05/2020 07:45:30;0;0
42144;1467;61;SA-02;11/05/2020 07:45:00;11/05/2020 08:00:37;0;0
42144;713;;SA-02;11/05/2020 08:00:00;11/05/2020 08:15:11;72;0
42007;1291;51;PE-07;11/05/2020 09:20:00;11/05/2020 09:35:18;0;0
42007;1467;61;PE-07;11/05/2020 09:35:00;11/05/2020 09:40:29;0;0
42007;1291;;PE-07;11/05/2020 09:40:00;11/05/2020 10:00:37;122;0
42037;1457;51;PH-01;11/05/2020 13:00:00;11/05/2020 13:45:54;0;0
42037;1467;61;PH-01;11/05/2020 13:45:00;11/05/2020 13:50:10;0;0
42037;1457;;PH-01;11/05/2020 13:50:00;11/05/2020 14:40:26;107;0
41520;1432;;PF-11;11/05/2020 07:00:00;11/05/2020 07:45:45;95;0
41519;1390;;PE-06;11/05/2020 07:00:00;11/05/2020 12:00:41;2120;0
41519;1390;;PE-06;11/05/2020 13:00:00;11/05/2020 13:45:31;220;0
42143;1383;51;PF-09;11/05/2020 06:52:18;11/05/2020 10:25:23;0;0
42143;1383;22;PF-09;11/05/2020 10:25:00;11/05/2020 10:50:33;0;0
42143;1467;;PF-09;11/05/2020 10:50:00;11/05/2020 10:55:34;61;0
42143;1383;;PF-09;11/05/2020 10:55:00;11/05/2020 11:15:18;11;0
41428;1428;;CNC-01;11/05/2020 07:00:00;11/05/2020 07:35:28;5;0
41427;642;;CU-01;11/05/2020 07:00:00;11/05/2020 11:38:12;38;0
41425;529;;FB;11/05/2020 07:00:00;11/05/2020 11:40:13;40;0
41426;642;;CU-01;11/05/2020 07:00:00;11/05/2020 11:38:53;38;0
41422;1486;;CNC-03;11/05/2020 07:00:00;11/05/2020 11:00:37;64;0
42134;1467;61;PF-09;11/05/2020 11:15:00;11/05/2020 11:20:48;0;0
42135;713;;sc;11/05/2020 10:00:00;11/05/2020 10:30:55;82;0
42134;1383;22;PF-09;11/05/2020 11:30:00;11/05/2020 13:00:35;0;0
42134;1383;;PF-09;11/05/2020 13:00:00;11/05/2020 13:30:12;65;0
42134;1383;;PF-09;11/05/2020 11:20:00;11/05/2020 11:30:32;17;0
42133;1390;51;PE-10;11/05/2020 14:45:00;11/05/2020 15:00:26;0;0
42133;1467;61;PE-10;11/05/2020 15:00:00;11/05/2020 15:05:49;0;0
42133;1390;;PE-10;11/05/2020 15:05:00;11/05/2020 15:15:37;82;0
41491;9;;TB;11/05/2020 14:30:00;11/05/2020 16:25:39;820;0
42132;9;;TB;11/05/2020 16:25:00;11/05/2020 16:41:19;82;0
42046;713;51;SA-01;12/05/2020 15:20:00;12/05/2020 15:25:40;0;0
42046;477;61;SA-01;12/05/2020 15:30:00;12/05/2020 15:35:52;0;0
42033;1383;51;PF-09;12/05/2020 15:15:00;12/05/2020 16:10:55;0;0
42033;1467;61;PF-09;12/05/2020 16:10:00;12/05/2020 16:15:20;0;0
42033;1383;;PF-09;12/05/2020 16:15:00;12/05/2020 17:00:32;80;0
42046;713;;SA-01;12/05/2020 15:40:00;12/05/2020 17:00:27;710;0
42028;1475;51;PF-03;12/05/2020 09:30:00;12/05/2020 10:05:14;0;0
42028;1467;61;PF-03;12/05/2020 10:05:00;12/05/2020 10:10:52;0;0
42028;1475;;PF-03;12/05/2020 10:10:00;12/05/2020 11:30:47;204;0
42027;1291;51;PE-04;12/05/2020 13:55:00;12/05/2020 14:10:38;0;0
42027;1467;61;PE-04;12/05/2020 14:10:00;12/05/2020 14:15:38;0;0
42027;1291;;PE-04;12/05/2020 14:15:00;12/05/2020 15:20:17;204;0
42168;1466;51;PF-04;12/05/2020 07:00:00;12/05/2020 07:30:21;0;0
42168;1467;61;PF-04;12/05/2020 07:30:00;12/05/2020 07:35:43;0;0
42167;1291;51;PE-10;12/05/2020 08:40:00;12/05/2020 08:55:15;0;0
42168;1466;;PF-04;12/05/2020 07:35:00;12/05/2020 11:20:13;820;0
42167;1467;61;PE-10;12/05/2020 08:55:00;12/05/2020 09:00:40;0;0
42167;1390;;PE-10;12/05/2020 09:00:00;12/05/2020 12:00:46;430;0
42167;1390;;PE-10;12/05/2020 13:00:00;12/05/2020 15:30:16;390;0
41409;1466;51;PF-04;12/05/2020 11:40:00;12/05/2020 12:00:20;0;0
41409;1466;21;PF-04;12/05/2020 13:50:00;12/05/2020 14:25:55;0;0
41409;1467;61;PF-04;12/05/2020 13:45:00;12/05/2020 13:50:55;0;0
42157;1389;;PH-01;12/05/2020 07:00:00;12/05/2020 12:00:50;400;0
42156;9;;TB;12/05/2020 16:00:00;12/05/2020 17:00:51;800;0
41409;1466;9;PF-04;12/05/2020 14:25:00;12/05/2020 15:55:27;220;1
41410;1428;;sc;12/05/2020 13:30:00;12/05/2020 14:15:29;220;0
41518;9;;TB;12/05/2020 07:00:00;12/05/2020 08:00:43;4108;0
42123;9;;TB;12/05/2020 09:00:00;12/05/2020 10:00:50;311;0
41926;1467;61;SA-01;12/05/2020 13:22:00;12/05/2020 13:26:53;0;0
41926;713;51;SA-01;12/05/2020 13:20:00;12/05/2020 13:22:21;0;0
41766;642;;CU-01;12/05/2020 07:00:00;12/05/2020 08:30:13;61;0
41999;954;;sc;12/05/2020 10:00:00;12/05/2020 11:00:27;51;0
42036;9;;TB;12/05/2020 08:42:00;12/05/2020 09:00:44;107;0
42029;1467;61;SA-01;12/05/2020 08:24:00;12/05/2020 08:28:22;0;0
42029;713;51;SA-01;12/05/2020 08:22:00;12/05/2020 08:24:25;0;0
42029;713;;SA-01;12/05/2020 08:28:00;12/05/2020 09:00:23;204;0
42169;713;;SA-01;12/05/2020 07:00:00;12/05/2020 08:20:32;352;0
42024;1467;61;SA-01;12/05/2020 10:38:00;12/05/2020 10:39:30;0;0
42024;713;51;SA-01;12/05/2020 10:36:00;12/05/2020 10:37:13;0;0
42024;713;;SA-01;12/05/2020 10:40:00;12/05/2020 10:55:30;82;0
41926;713;;SA-01;12/05/2020 13:28:00;12/05/2020 14:15:14;529;0
41925;1475;51;PF-03;12/05/2020 14:10:00;12/05/2020 14:35:27;0;0
41925;1467;61;PF-03;12/05/2020 14:35:00;12/05/2020 14:40:32;0;0
41925;1475;;PF-03;12/05/2020 14:40:00;12/05/2020 17:00:31;450;0
42034;1467;61;SA-01;12/05/2020 10:06:00;12/05/2020 10:08:36;0;0
42034;713;51;SA-01;12/05/2020 10:02:00;12/05/2020 10:04:21;0;0
42034;713;;SA-01;12/05/2020 10:10:00;12/05/2020 10:35:39;164;0
41296;1291;51;PE-04;12/05/2020 15:10:00;12/05/2020 15:55:35;0;0
41296;1467;61;PE-04;12/05/2020 15:55:00;12/05/2020 16:00:32;0;0
41296;1291;;PE-04;12/05/2020 16:00:00;12/05/2020 16:15:22;80;0
41998;1383;51;PF-09;12/05/2020 13:50:00;12/05/2020 14:20:17;0;0
41998;1467;61;PF-09;12/05/2020 14:20:00;12/05/2020 14:25:41;0;0
41998;1383;;PF-09;12/05/2020 14:25:00;12/05/2020 14:55:52;51;2
42006;9;;TB;12/05/2020 13:45:00;12/05/2020 13:51:41;122;0
41139;1428;51;sc;12/05/2020 11:10:00;12/05/2020 11:20:11;0;0
41139;477;61;sc;12/05/2020 11:20:00;12/05/2020 11:25:34;0;0
41139;1428;;sc;12/05/2020 11:25:00;12/05/2020 12:00:24;464;0
41139;1428;;sc;12/05/2020 15:50:00;12/05/2020 17:00:51;744;0
41134;1428;;sc;12/05/2020 07:30:00;12/05/2020 10:35:32;1382;0
41134;1428;;sc;12/05/2020 10:35:00;12/05/2020 10:40:17;28;0
41133;1432;51;PF-07;12/05/2020 08:00:00;12/05/2020 08:30:53;0;0
41133;1467;61;PF-07;12/05/2020 08:30:00;12/05/2020 08:35:47;0;0
41133;1432;;PF-07;12/05/2020 08:35:00;12/05/2020 12:00:49;650;0
41133;1432;21;PF-07;12/05/2020 15:00:00;12/05/2020 15:30:18;0;0
41133;1432;;PF-07;12/05/2020 13:00:00;12/05/2020 15:00:40;433;0
41133;1432;;PF-07;12/05/2020 15:30:00;12/05/2020 17:00:42;327;0
41131;1389;51;PH-02;12/05/2020 13:30:00;12/05/2020 14:00:27;0;0
41131;1467;61;PH-02;12/05/2020 14:00:00;12/05/2020 14:05:43;0;0
41131;1389;;PH-02;12/05/2020 14:05:00;12/05/2020 16:00:48;300;0
42081;529;51;FB;12/05/2020 07:00:00;12/05/2020 07:20:23;0;0
42081;1467;61;FB;12/05/2020 07:20:00;12/05/2020 07:25:54;0;0
42081;529;;FB;12/05/2020 07:30:00;12/05/2020 12:00:34;480;0
42081;529;;FB;12/05/2020 13:00:00;12/05/2020 13:10:50;12;0
42074;1383;51;PF-09;12/05/2020 07:00:00;12/05/2020 07:50:42;0;0
42074;1467;61;PF-09;12/05/2020 07:50:00;12/05/2020 07:55:44;0;0
42074;1383;;PF-09;12/05/2020 07:55:00;12/05/2020 12:00:37;550;0
42073;1291;51;PE-04;12/05/2020 07:50:00;12/05/2020 08:00:31;0;0
42073;1467;61;PE-04;12/05/2020 08:00:00;12/05/2020 08:05:48;0;0
42074;1383;;PF-09;12/05/2020 13:00:00;12/05/2020 13:50:53;102;0
42073;1291;;PE-04;12/05/2020 11:05:00;12/05/2020 12:00:37;500;0
42073;1291;;PE-04;12/05/2020 13:00:00;12/05/2020 13:45:53;152;0
42072;9;;TB;12/05/2020 14:30:00;12/05/2020 16:00:32;652;0
42131;642;51;CNC-03;12/05/2020 10:00:00;12/05/2020 11:00:42;0;0
42131;1467;61;CNC-03;12/05/2020 11:00:00;12/05/2020 11:05:49;0;0
42131;1486;9;CNC-03;12/05/2020 13:15:00;12/05/2020 16:00:26;82;1
42130;642;;CNC-03;12/05/2020 10:00:00;12/05/2020 11:00:22;81;0
42130;1467;61;CNC-03;12/05/2020 11:00:00;12/05/2020 11:05:46;0;0
42129;529;51;FB;12/05/2020 13:20:00;12/05/2020 14:05:24;0;0
42129;1467;61;FB;12/05/2020 14:05:00;12/05/2020 14:10:37;0;0
42129;529;;FB;12/05/2020 14:10:00;12/05/2020 16:20:34;81;0
42045;1475;;PF-03;13/05/2020 13:00:00;13/05/2020 17:00:24;740;0
42046;1428;;sc;13/05/2020 15:00:00;13/05/2020 15:30:43;740;0
41138;1432;;PF-05;13/05/2020 13:00:00;13/05/2020 17:00:27;1050;0
42004;1338;51;SA-01;13/05/2020 16:00:00;13/05/2020 16:05:44;0;0
42004;477;61;SA-01;13/05/2020 16:05:00;13/05/2020 16:07:19;0;0
42004;1338;;SA-01;13/05/2020 16:07:00;13/05/2020 16:15:37;82;0
42087;9;;TB;13/05/2020 16:35:00;13/05/2020 16:50:50;105;0
42046;713;;SA-01;13/05/2020 07:00:00;13/05/2020 07:35:40;236;0
42046;1338;;SA-01;13/05/2020 14:00:00;13/05/2020 15:30:14;980;0
42044;1291;51;PE-10;13/05/2020 08:50:00;13/05/2020 09:00:11;0;0
42044;477;61;PE-10;13/05/2020 09:00:00;13/05/2020 09:02:28;0;0
42044;1291;;PE-10;13/05/2020 09:02:00;13/05/2020 10:00:12;520;0
41955;1466;51;PF-04;13/05/2020 15:20:00;13/05/2020 15:50:27;0;0
41956;713;;SA-01;13/05/2020 09:30:00;13/05/2020 09:40:42;93;0
41955;477;61;PF-04;13/05/2020 15:50:00;13/05/2020 15:55:38;0;0
41955;1466;;PF-04;13/05/2020 15:55:00;13/05/2020 16:25:36;93;0
41946;1338;;SA-02;13/05/2020 10:07:00;13/05/2020 10:30:29;157;0
42026;9;;TB;13/05/2020 07:40:00;13/05/2020 08:00:30;204;0
42053;1338;;SA-02;13/05/2020 08:40:00;13/05/2020 09:00:24;215;0
42053;1338;;SA-02;13/05/2020 14:00:00;13/05/2020 14:15:34;30;0
42052;1383;51;PF-09;13/05/2020 13:00:00;13/05/2020 13:45:18;0;0
42052;1383;11;PF-09;13/05/2020 14:35:00;13/05/2020 15:20:48;0;0
42052;1467;61;PF-09;13/05/2020 13:45:00;13/05/2020 13:50:52;0;0
42052;1383;;PF-09;13/05/2020 13:50:00;13/05/2020 14:35:49;55;0
42052;1383;4;PF-09;13/05/2020 15:20:00;13/05/2020 16:55:33;190;30
42051;1390;51;PE-04;13/05/2020 16:00:00;13/05/2020 16:15:28;0;0
42051;1467;61;PE-04;13/05/2020 16:15:00;13/05/2020 16:20:30;0;0
42051;1390;;PE-04;13/05/2020 16:20:00;13/05/2020 17:00:20;68;0
42060;1338;51;SA-02;13/05/2020 12:30:00;13/05/2020 12:35:54;0;0
42060;477;61;SA-02;13/05/2020 12:35:00;13/05/2020 12:57:51;0;0
42060;1338;;SA-02;13/05/2020 12:57:00;13/05/2020 13:00:53;330;0
41825;1338;51;SA-01;13/05/2020 13:00:00;13/05/2020 13:05:16;0;0
41825;477;61;SA-01;13/05/2020 13:05:00;13/05/2020 13:07:10;0;0
41825;1338;;SA-01;13/05/2020 13:07:00;13/05/2020 15:00:31;1600;0
41825;1338;;SA-01;13/05/2020 16:00:00;13/05/2020 16:25:42;150;0
42165;1389;51;PH-01;13/05/2020 14:20:00;13/05/2020 15:00:34;0;0
42165;477;61;PH-01;13/05/2020 15:00:00;13/05/2020 15:05:27;0;0
42165;1389;;PH-01;13/05/2020 15:05:00;13/05/2020 17:00:34;313;0
42003;1466;51;PF-04;13/05/2020 16:40:00;13/05/2020 17:00:45;0;0
41408;1291;51;PE-10;13/05/2020 07:00:00;13/05/2020 07:10:46;0;0
41408;1467;61;PE-10;13/05/2020 07:10:00;13/05/2020 07:15:47;0;0
41408;1291;;PE-10;13/05/2020 07:15:00;13/05/2020 08:00:15;219;0
42164;642;51;CU-02;13/05/2020 14:30:00;13/05/2020 15:30:14;0;0
42164;1467;61;CU-02;13/05/2020 15:30:00;13/05/2020 15:35:51;0;0
42122;642;51;CNC-03;13/05/2020 16:00:00;13/05/2020 17:00:43;0;0
42121;642;51;CNC-03;13/05/2020 16:00:00;13/05/2020 17:00:43;0;0
42121;1467;61;CNC-03;13/05/2020 07:00:00;13/05/2020 23:50:11;0;0
42121;1428;;CNC-03;13/05/2020 07:05:00;14/05/2020 10:44:53;150;0
42121;1428;;CNC-03;13/05/2020 13:00:00;14/05/2020 15:45:17;128;0
41946;1338;51;SA-02;13/05/2020 10:00:00;13/05/2020 10:05:53;0;0
41946;477;61;SA-02;13/05/2020 10:05:00;13/05/2020 10:07:33;0;0
42065;713;51;SA-01;13/05/2020 10:00:00;13/05/2020 10:05:19;0;0
42065;1467;61;SA-01;13/05/2020 10:10:00;13/05/2020 10:15:43;0;0
42095;1338;51;SA-01;13/05/2020 15:30:00;13/05/2020 15:35:45;0;0
41298;1428;;sc;13/05/2020 07:00:00;13/05/2020 08:40:27;81;0
41298;1428;;sc;13/05/2020 10:00:00;13/05/2020 10:55:19;45;0
42065;713;;SA-01;13/05/2020 10:20:00;13/05/2020 11:00:51;510;0
41956;713;51;SA-01;13/05/2020 09:22:00;13/05/2020 09:27:15;0;0
41956;477;61;SA-01;13/05/2020 09:27:00;13/05/2020 09:30:38;0;0
42095;477;61;SA-01;13/05/2020 15:35:00;13/05/2020 15:37:24;0;0
42053;1338;51;sc;13/05/2020 08:30:00;13/05/2020 08:35:51;0;0
42053;477;61;sc;13/05/2020 08:35:00;13/05/2020 08:40:22;0;0
42095;1338;;SA-01;13/05/2020 15:37:00;13/05/2020 15:50:32;240;0
41931;477;61;SA-01;13/05/2020 08:04:00;13/05/2020 08:06:29;0;0
41931;713;51;SA-01;13/05/2020 08:00:00;13/05/2020 08:02:15;0;0
42090;713;51;SA-01;13/05/2020 09:00:00;13/05/2020 09:01:20;0;0
41931;713;;SA-01;13/05/2020 08:08:00;13/05/2020 08:35:39;204;0
42090;477;61;SA-01;13/05/2020 09:02:00;13/05/2020 09:04:47;0;0
42090;713;;SA-01;13/05/2020 09:05:00;13/05/2020 09:22:38;102;0
42105;713;51;SA-01;13/05/2020 08:25:00;13/05/2020 08:36:39;0;0
42105;477;61;SA-01;13/05/2020 08:37:00;13/05/2020 08:38:16;0;0
41930;1466;51;PF-04;13/05/2020 08:20:00;13/05/2020 08:50:36;0;0
41930;477;61;PF-04;13/05/2020 08:50:00;13/05/2020 08:55:16;0;0
41930;1466;4;PF-04;13/05/2020 08:55:00;13/05/2020 10:05:12;204;5
